Unique ID,Document ID,Payee Name,Issue Date,Agency,Department,Check Amount,Expense Category,Contract ID,Contract Purpose,Capital Project,Spending Category,Fiscal year,Calendar year
107,20130404942-1-DSB-EFT,"ACS SYSTEM ASSOCIATES, INC",2013-05-06,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",41990,CONSTRUCTION-BUILDINGS,CT185020121444122,"REPLACEMENT OF HVAC, BMS & FIRE ALARM SYSTEM",850LNEM08HUD001,Capital Contracts,2013,2013
108,20130404942-1-DSB-EFT,"ACS SYSTEM ASSOCIATES, INC",2013-05-06,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",41895,CONSTRUCTION-BUILDINGS,CT185020121444122,"REPLACEMENT OF HVAC, BMS & FIRE ALARM SYSTEM",850LNEM08EPH001,Capital Contracts,2013,2013
109,20130016477-1-DSB-EFT,EF PRO CONTRACTING INC,2012-07-16,New York Public Library,400-037-D02,40950,CONSTRUCTION-BUILDINGS,CT185020100009972,MARINERS HARBOR NEW BRANCH LIBRARY,850LNC02MHNB006,Capital Contracts,2013,2012
110,20130095983-1-DSB-AD,PREMIER ELECTRICAL,2012-11-26,New York Public Library,400-037-R01,40850.02,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL217,Capital Contracts,2013,2012
111,20130404942-1-DSB-EFT,"ACS SYSTEM ASSOCIATES, INC",2013-05-06,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",40755,CONSTRUCTION-BUILDINGS,CT185020121444122,"REPLACEMENT OF HVAC, BMS & FIRE ALARM SYSTEM",850LNEM08AGL001,Capital Contracts,2013,2013
112,20130067148-1-DSB-EFT,"FRAMAN MECHANICAL, INC",2012-08-27,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",39520,CONSTRUCTION-BUILDINGS,CT185020090039816,STAPLETON BRANCH LIBRARY,850LNC2STAPL003,Capital Contracts,2013,2012
113,20130114661-1-DSB-AD,PREMIER ELECTRICAL,2012-12-31,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",37050,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL020,Capital Contracts,2013,2012
114,20130217192-1-DSB-AD,MSA SYSTEMS INTEGRATION INC,2013-05-20,New York Public Library,400-037-D08,36523.37,CAPITAL PURCHASED EQUIPMENT,CT103520131408977,15 Branch Security Systems - MSA,037LNCA13SE1001,Capital Contracts,2013,2013
115,20130045150-1-DSB-EFT,GREENMAN-PEDERSEN INC,2012-08-07,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",36221,DESIGN-CONSULTANT-BUILDINGS,CT185020070020496,,850LNMNA08LS015,Capital Contracts,2013,2012
116,20130053128-1-DSB-EFT,ATLAS RESTORATION CORP,2012-08-14,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",35658.15,CONSTRUCTION-BUILDINGS,CT185020121439723,HVAC 4 LIBRARIES,850LNEA08MHV400,Capital Contracts,2013,2012
117,20130051131-1-DSB-EFT,NICHOLSON & GALLOWAY INC,2012-08-13,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",35379.91,CONSTRUCTION-BUILDINGS,CT185020101404612,JEFFERSON MARKET BRANCH LIBRARY EXTERIOR,850LNC3JMADA015,Capital Contracts,2013,2012
118,20130159647-1-DSB-EFT,GREENMAN-PEDERSEN INC,2012-11-13,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",35314,DESIGN-CONSULTANT-BUILDINGS,CT185020070020496,,850LNCA08BEL003,Capital Contracts,2013,2012
119,20130160968-1-DSB-AD,MSA SYSTEMS INTEGRATION INC,2013-03-04,New York Public Library,400-037-D08,35164.8,CAPITAL PURCHASED EQUIPMENT,CT103520131408977,15 Branch Security Systems - MSA,037LNCA13SE1001,Capital Contracts,2013,2013
120,20130212469-1-DSB-EFT,NICHOLSON & GALLOWAY INC,2012-12-24,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",34917.07,CONSTRUCTION-BUILDINGS,CT185020101404612,JEFFERSON MARKET BRANCH LIBRARY EXTERIOR,850LNC3JMADA015,Capital Contracts,2013,2012
121,20130467827-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-06-12,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",34512.83,CONSTRUCTION-BUILDINGS,PRC2850AJ11C1P5408,,850LNC2STAPL030,Capital Contracts,2013,2013
122,20130226348-1-DSB-AD,MSA SYSTEMS INTEGRATION INC,2013-05-28,New York Public Library,400-037-D08,34495.7,CAPITAL PURCHASED EQUIPMENT,CT103520131408977,15 Branch Security Systems - MSA,037LNCA13SE1001,Capital Contracts,2013,2013
123,20130300366-1-DSB-EFT,PAGNAMENTA TORRIANI ARCHITECTS,2013-02-25,New York Public Library,400-037-R01,34469.16,DESIGN-CONSULTANT-BUILDINGS,CTA185020070021823,A & E SERVICES CONSORTIUM REQUIREMENT CONTRACT,850LNC02MHNB010,Capital Contracts,2013,2013
124,20130022594-1-DSB-EFT,BQE INDUSTRIES INC,2012-07-23,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",34011.42,CONSTRUCTION-BUILDINGS,CT185020100020324,REQUIREMENTS CONTRACTS FOR ROOF REPLACEMENTS AND RELATED,850LNE08MNBW006,Capital Contracts,2013,2012
125,20130217192-1-DSB-AD,MSA SYSTEMS INTEGRATION INC,2013-05-20,New York Public Library,400-037-D08,33907.16,CAPITAL PURCHASED EQUIPMENT,CT103520131408977,15 Branch Security Systems - MSA,037LNCA13SE1001,Capital Contracts,2013,2013
126,20130159332-1-DSB-EFT,CLAIRE WEISZ ARCHITECT,2012-11-13,New York Public Library,400-037-D08,33864.7,DESIGN-CONSULTANT-BUILDINGS,CTA185020107203046,"24 A & E DESIGN, REQUIREMENTS CONTRACT",850LNCA10JMB001,Capital Contracts,2013,2012
127,20130146251-1-DSB-AD,MSA SYSTEMS INTEGRATION INC,2013-02-12,New York Public Library,400-037-D08,33320.6,CAPITAL PURCHASED EQUIPMENT,CT103520131408977,15 Branch Security Systems - MSA,037LNCA13SE1001,Capital Contracts,2013,2013
128,20130212844-1-DSB-EFT,EF PRO CONTRACTING INC,2012-12-24,New York Public Library,400-037-D02,33287,CONSTRUCTION-BUILDINGS,CT185020100009972,MARINERS HARBOR NEW BRANCH LIBRARY,850LNC02MHNB006,Capital Contracts,2013,2012
129,20130083095-1-DSB-EFT,JBP SECURITY SYSTEMS INC,2012-09-10,New York Public Library,400-037-D08,32899,CAPITAL PURCHASED EQUIPMENT,CT103520121439787,Procure Security System,037LNCA12NDP001,Capital Contracts,2013,2012
130,20130413648-1-DSB-EFT,"RNH ELECTRIC CO., INC",2013-05-10,New York Public Library,400-037-X01,32539.43,CONSTRUCTION-BUILDINGS,CT185020090023943,"ELECTRICAL WORK FOR LIBR, CULTRL, HEALTH, HUM. SVS, TRSPRT",850LNX1HPREN033,Capital Contracts,2013,2013
131,20130166472-1-DSB-AD,MSA SYSTEMS INTEGRATION INC,2013-03-13,New York Public Library,400-037-D08,32265.04,CAPITAL PURCHASED EQUIPMENT,CT103520131408977,15 Branch Security Systems - MSA,037LNCA13SE1001,Capital Contracts,2013,2013
132,20130236017-1-DSB-AD,MSA SYSTEMS INTEGRATION INC,2013-06-12,New York Public Library,400-037-D08,32189.82,CAPITAL PURCHASED EQUIPMENT,CT103520131408977,15 Branch Security Systems - MSA,037LNCA13SE1001,Capital Contracts,2013,2013
133,20130160578-1-DSB-EFT,NICHOLSON & GALLOWAY INC,2012-11-13,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",31917,CONSTRUCTION-BUILDINGS,CT185020101404612,JEFFERSON MARKET BRANCH LIBRARY EXTERIOR,850LNC3JMADA015,Capital Contracts,2013,2012
134,20130173781-1-DSB-AD,MSA SYSTEMS INTEGRATION INC,2013-03-26,New York Public Library,400-037-D08,31769.57,CAPITAL PURCHASED EQUIPMENT,CT103520131408977,15 Branch Security Systems - MSA,037LNCA13SE1001,Capital Contracts,2013,2013
135,20130311535-1-DSB-EFT,NELLIGAN/WHITE ARCHITECTS PLLC,2013-03-05,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",31675.01,DESIGN-CONSULTANT-BUILDINGS,CT185020090017180,"BUILDING ENVELOPE DESIGN, ENG. & CONSTRUCTION RELATED SRVCS",850LNCA09KIP001,Capital Contracts,2013,2013
136,20130173781-1-DSB-AD,MSA SYSTEMS INTEGRATION INC,2013-03-26,New York Public Library,400-037-D08,31453.15,CAPITAL PURCHASED EQUIPMENT,CT103520131408977,15 Branch Security Systems - MSA,037LNCA13SE1001,Capital Contracts,2013,2013
137,20130199739-1-DSB-EFT,BQE INDUSTRIES INC,2012-12-13,New York Public Library,400-037-D02,31419.35,CONSTRUCTION-BUILDINGS,CT185020100020324,REQUIREMENTS CONTRACTS FOR ROOF REPLACEMENTS AND RELATED,850LNCA09DOH004,Capital Contracts,2013,2012
138,20130091603-1-DSB-EFT,PAGNAMENTA TORRIANI ARCHITECTS,2012-09-17,New York Public Library,400-037-D02,29998.05,DESIGN-CONSULTANT-BUILDINGS,CTA185020070021823,A & E SERVICES CONSORTIUM REQUIREMENT CONTRACT,850LNC02MHNB015,Capital Contracts,2013,2012
139,20130261259-1-DSB-EFT,NEW YORK PUBLIC LIBRARY,2013-01-29,New York Public Library,SYSTEMWIDE SERVICES,29167,PAYMENTS TO LIBRARIES,PON10352013037006,,,Contracts,2013,2013
140,20130185157-1-DSB-EFT,NEW YORK PUBLIC LIBRARY,2012-12-03,New York Public Library,SYSTEMWIDE SERVICES,29167,PAYMENTS TO LIBRARIES,PON10352013037006,,,Contracts,2013,2012
141,20130152489-1-DSB-EFT,NEW YORK PUBLIC LIBRARY,2012-10-31,New York Public Library,SYSTEMWIDE SERVICES,29167,PAYMENTS TO LIBRARIES,PON10352013037006,,,Contracts,2013,2012
142,20130386364-1-DSB-EFT,NEW YORK PUBLIC LIBRARY,2013-04-24,New York Public Library,SYSTEMWIDE SERVICES,29167,PAYMENTS TO LIBRARIES,PON10352013037006,,,Contracts,2013,2013
143,20130341561-1-DSB-EFT,NEW YORK PUBLIC LIBRARY,2013-03-27,New York Public Library,SYSTEMWIDE SERVICES,29167,PAYMENTS TO LIBRARIES,PON10352013037006,,,Contracts,2013,2013
144,20130220665-1-DSB-EFT,NEW YORK PUBLIC LIBRARY,2013-01-02,New York Public Library,SYSTEMWIDE SERVICES,29167,PAYMENTS TO LIBRARIES,PON10352013037006,,,Contracts,2013,2013
145,20130308677-1-DSB-EFT,NEW YORK PUBLIC LIBRARY,2013-03-04,New York Public Library,SYSTEMWIDE SERVICES,29167,PAYMENTS TO LIBRARIES,PON10352013037006,,,Contracts,2013,2013
146,20130435104-1-DSB-EFT,NEW YORK PUBLIC LIBRARY,2013-05-24,New York Public Library,SYSTEMWIDE SERVICES,29167,PAYMENTS TO LIBRARIES,PON10352013037006,,,Contracts,2013,2013
147,20130173781-1-DSB-AD,MSA SYSTEMS INTEGRATION INC,2013-03-26,New York Public Library,400-037-D08,28905.81,CAPITAL PURCHASED EQUIPMENT,CT103520131408977,15 Branch Security Systems - MSA,037LNCA13SE1001,Capital Contracts,2013,2013
148,20130220137-1-DSB-EFT,"S & N BUILDERS, INC.",2013-01-02,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",28749.63,CONSTRUCTION-BUILDINGS,CT185020070044859,ST. AGNES LIBRARY RENOVATION,850LNCSAGREA013,Capital Contracts,2013,2013
149,20130203461-1-DSB-AD,MSA SYSTEMS INTEGRATION INC,2013-04-30,New York Public Library,400-037-D08,28395.79,CAPITAL PURCHASED EQUIPMENT,CT103520131408977,15 Branch Security Systems - MSA,037LNCA13SE1001,Capital Contracts,2013,2013
150,20130403731-1-DSB-EFT,"FIVE STAR CONTRACTING CO., INC",2013-05-03,New York Public Library,400-037-D08,27581.61,IOTB CONSTRUCTION,CT185020111429300,JOC GENERAL CONSTRUCTION FOR LIBRARY UNITS,850LNCA11125004,Capital Contracts,2013,2013
151,20130185721-1-DSB-AD,MSA SYSTEMS INTEGRATION INC,2013-04-09,New York Public Library,400-037-D08,26362.1,CAPITAL PURCHASED EQUIPMENT,CT103520131408977,15 Branch Security Systems - MSA,037LNCA13SE1001,Capital Contracts,2013,2013
152,20130121739-1-DSB-EFT,GREENMAN-PEDERSEN INC,2012-10-10,New York Public Library,400-037-R01,25933,DESIGN-CONSULTANT-BUILDINGS,CT185020111403782,Replaces CT 850 20100016637,850LNRA10STG001,Capital Contracts,2013,2012
153,20130030360-1-DSB-AD,"LIRO ARCHITECTS AND PLANNERS, PC",2012-08-15,New York Public Library,400-037-C04,25926,DESIGN-CONSULTANT-BUILDINGS,CT185020000019725,A&E RQMTS. FOR ADMIN. FOR CHILDRENS SERVICES,850LNC4HBREN013,Capital Contracts,2013,2012
154,20130320960-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-03-13,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",25381.15,CONSTRUCTION-BUILDINGS,CT185020100015408,STAPLETON BRANCH LIBRARY RENOVATION & EXAPANSION,850LNC2STAPL134,Capital Contracts,2013,2013
155,20130418933-1-DSB-EFT,HEWLETT-PACKARD COMPANY,2013-05-13,New York Public Library,400-037-X01,25200,CAPITAL PURCHASED EQUIPMENT,CT103520131416556,Desktop PC's: NYS OGS Requirement Contract - PT65350,037LNMA13DTC001,Capital Contracts,2013,2013
156,20130467827-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-06-12,New York Public Library,400-037-D02,25000,CONSTRUCTION-BUILDINGS,PRC2850AJ11C1P5408,,850LNC2STAPL031,Capital Contracts,2013,2013
157,20130277635-1-DSB-EFT,"FRAMAN MECHANICAL, INC",2013-02-11,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",24555,CONSTRUCTION-BUILDINGS,CT185020090039816,STAPLETON BRANCH LIBRARY,850LNC2STAPL003,Capital Contracts,2013,2013
158,20130007581-1-DSB-AD,PREMIER ELECTRICAL,2012-07-11,New York Public Library,400-037-R01,24000,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL037,Capital Contracts,2013,2012
159,20130225983-1-DSB-AD,DIMAIO MILLWORK CORP,2013-05-28,New York Public Library,400-037-D08,24000,CAPITAL PURCHASED EQUIPMENT,CT103520131418092,Stapleton - Initial Outfitting,037LNMA12STP001,Capital Contracts,2013,2013
160,20130053128-1-DSB-EFT,ATLAS RESTORATION CORP,2012-08-14,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",23824.1,CONSTRUCTION-BUILDINGS,CT185020121439723,HVAC 4 LIBRARIES,850LNEA08MHV300,Capital Contracts,2013,2012
161,20130418933-1-DSB-EFT,HEWLETT-PACKARD COMPANY,2013-05-13,New York Public Library,400-037-D08,23520,CAPITAL PURCHASED EQUIPMENT,CT103520131416556,Desktop PC's: NYS OGS Requirement Contract - PT65350,037LNMA13DTC003,Capital Contracts,2013,2013
162,20130299990-1-DSB-EFT,GREENMAN-PEDERSEN INC,2013-02-25,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",22840,DESIGN-CONSULTANT-BUILDINGS,CT185020070020496,,850LNEA08MHV007,Capital Contracts,2013,2013
163,20130372861-1-DSB-EFT,EF PRO CONTRACTING INC,2013-04-15,New York Public Library,400-037-D02,22364,CONSTRUCTION-BUILDINGS,CT185020100009972,MARINERS HARBOR NEW BRANCH LIBRARY,850LNC02MHNB006,Capital Contracts,2013,2013
164,20130015143-1-DSB-EFT,GREENMAN-PEDERSEN INC,2012-07-16,New York Public Library,400-037-X01,22192,DESIGN-CONSULTANT-BUILDINGS,CT185020070020496,,850LNBXA08LS013,Capital Contracts,2013,2012
165,20130197330-1-DSB-EFT,HILL INTERNATIONAL INC.,2012-12-12,New York Public Library,400-037-X01,22065.23,CONSTRUCTION-BUILDINGS,PRC2850AJ10D246P10,,850LNC4KBREN014,Capital Contracts,2013,2012
166,20130197330-1-DSB-EFT,HILL INTERNATIONAL INC.,2012-12-12,New York Public Library,400-037-X01,22015.47,CONSTRUCTION-BUILDINGS,PRC2850GS10D234P10,,850LNC4KBREN014,Capital Contracts,2013,2012
167,20130467827-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-06-12,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",21850,CONSTRUCTION-BUILDINGS,PRC2850PA11C04P408,,850LNC2STAPL030,Capital Contracts,2013,2013
168,20130308677-1-DSB-EFT,NEW YORK PUBLIC LIBRARY,2013-03-04,New York Public Library,SYSTEMWIDE SERVICES,21306.9,PAYMENTS TO LIBRARIES,PON103513BTOPFED#2,,,Contracts,2013,2013
169,20130015504-1-DSB-EFT,AARON PLUMBING & MECH SYST INC.,2012-07-16,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",21178,CONSTRUCTION-BUILDINGS,CT185020090040003,STAPLETON BRANCH LIBRARY RENOVATION & EXPANSION,850LNC2STAPL024,Capital Contracts,2013,2012
170,20130081486-1-DSB-AD,PREMIER ELECTRICAL,2012-10-30,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",20447.71,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL020,Capital Contracts,2013,2012
171,20130324005-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-03-15,New York Public Library,400-037-R01,20424.99,CONSTRUCTION-BUILDINGS,CT185020100015408,STAPLETON BRANCH LIBRARY RENOVATION & EXAPANSION,850LNC2STAPL037,Capital Contracts,2013,2013
172,20130467827-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-06-12,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",20400.02,CONSTRUCTION-BUILDINGS,PRC2850BC11C3P5408,,850LNC2STAPL030,Capital Contracts,2013,2013
173,20130352267-1-DSB-EFT,GREENMAN-PEDERSEN INC,2013-04-01,New York Public Library,400-037-X01,20020,DESIGN-CONSULTANT-BUILDINGS,CT185020070020496,,850LNBXA08LS013,Capital Contracts,2013,2013
174,20130246522-1-DSB-EFT,GREENMAN-PEDERSEN INC,2013-01-22,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",19847,DESIGN-CONSULTANT-BUILDINGS,CT185020070020496,,850LNMNA08LS015,Capital Contracts,2013,2013
175,20130263118-1-DSB-EFT,NEW YORK PUBLIC LIBRARY,2013-01-30,New York Public Library,SYSTEMWIDE SERVICES,19689.33,PAYMENTS TO LIBRARIES,PON103513BTOPFED#2,,,Contracts,2013,2013
176,20130313145-1-DSB-EFT,EF PRO CONTRACTING INC,2013-03-06,New York Public Library,400-037-D02,19400,CONSTRUCTION-BUILDINGS,CT185020100009972,MARINERS HARBOR NEW BRANCH LIBRARY,850LNC02MHNB006,Capital Contracts,2013,2013
177,20130467827-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-06-12,New York Public Library,400-037-D02,19062.2,CONSTRUCTION-BUILDINGS,PRC2850BC12C14P408,,850LNC2STAPL023,Capital Contracts,2013,2013
178,20130053128-1-DSB-EFT,ATLAS RESTORATION CORP,2012-08-14,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",18706.45,CONSTRUCTION-BUILDINGS,CT185020121439723,HVAC 4 LIBRARIES,850LNEA08MHV100,Capital Contracts,2013,2012
179,20130066900-1-DSB-EFT,JOHN G WAITE ASSOCIATES ARCHITECTS PLLC,2012-08-27,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",18557.61,DESIGN-CONSULTANT-BUILDINGS,CT185020111403966,"A&E Historic Preservation Design,Architecture Engineering",850LNCEM09HP001,Capital Contracts,2013,2012
180,20130288639-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-02-19,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",18460.33,CONSTRUCTION-BUILDINGS,CT185020100015371,206 SOUTH AVENUE,850LNC02MHNB005,Capital Contracts,2013,2013
181,20130271955-1-DSB-EFT,CLAIRE WEISZ ARCHITECT,2013-02-06,New York Public Library,400-037-008,18000,DESIGN-CONSULTANT-BUILDINGS,CTA185020107203046,"24 A & E DESIGN, REQUIREMENTS CONTRACT",850LNCA10JMB032,Capital Contracts,2013,2013
182,20130467827-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-06-12,New York Public Library,400-037-D02,17881.95,CONSTRUCTION-BUILDINGS,PRC2850LC12C17P408,,850LNC2STAPL023,Capital Contracts,2013,2013
183,20130386364-1-DSB-EFT,NEW YORK PUBLIC LIBRARY,2013-04-24,New York Public Library,SYSTEMWIDE SERVICES,17600.19,PAYMENTS TO LIBRARIES,PON103513BTOPDOIT2,,,Contracts,2013,2013
184,20130185157-1-DSB-EFT,NEW YORK PUBLIC LIBRARY,2012-12-03,New York Public Library,SYSTEMWIDE SERVICES,17374.42,PAYMENTS TO LIBRARIES,PON103513BTOPDOITT,,,Contracts,2013,2012
185,20130288639-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-02-19,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",16540.45,CONSTRUCTION-BUILDINGS,CT185020100015371,206 SOUTH AVENUE,850LNC02MHNB005,Capital Contracts,2013,2013
186,20130053128-1-DSB-EFT,ATLAS RESTORATION CORP,2012-08-14,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",16475.85,CONSTRUCTION-BUILDINGS,CT185020121439723,HVAC 4 LIBRARIES,850LNEA08MHV200,Capital Contracts,2013,2012
187,20130030360-1-DSB-AD,"LIRO ARCHITECTS AND PLANNERS, PC",2012-08-15,New York Public Library,400-037-X01,16278.26,DESIGN-CONSULTANT-BUILDINGS,CT185020000019725,A&E RQMTS. FOR ADMIN. FOR CHILDRENS SERVICES,850LNC4HBREN046,Capital Contracts,2013,2012
188,20130037397-1-DSB-EFT,GREENMAN-PEDERSEN INC,2012-07-31,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",15791,DESIGN-CONSULTANT-BUILDINGS,CT185020070020496,,850LNEA08MHV007,Capital Contracts,2013,2012
189,20130042433-1-DSB-EFT,ACE CONTRACTING INC.,2012-08-06,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",15553.95,CONSTRUCTION-BUILDINGS,CT185020100015436,MARINERS HARBOR NEW HARBOR BRANCH LIBRARY,850LNC02MHNB192,Capital Contracts,2013,2012
190,20130155437-1-DSB-EFT,GREENMAN-PEDERSEN INC,2012-11-07,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",15286,DESIGN-CONSULTANT-BUILDINGS,CT185020070020496,,850LNEA08MHV007,Capital Contracts,2013,2012
191,20130007852-1-DSB-EFT,HILL INTERNATIONAL INC.,2012-07-09,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",15029.49,CONSTRUCTION-BUILDINGS,CT185020040018658,AND LIBRARY UNITS,850LNC4KBREN200,Capital Contracts,2013,2012
192,20130155727-1-DSB-EFT,PAGNAMENTA TORRIANI ARCHITECTS,2012-11-07,New York Public Library,400-037-D02,14999.05,DESIGN-CONSULTANT-BUILDINGS,CTA185020070021823,A & E SERVICES CONSORTIUM REQUIREMENT CONTRACT,850LNC02MHNB015,Capital Contracts,2013,2012
193,20130467827-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-06-12,New York Public Library,400-037-D02,14559.55,CONSTRUCTION-BUILDINGS,PRC2850PA12C16P408,,850LNC2STAPL023,Capital Contracts,2013,2013
194,20130288340-1-DSB-EFT,NICHOLSON & GALLOWAY INC,2013-02-19,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",14457.1,CONSTRUCTION-BUILDINGS,CT185020101404612,JEFFERSON MARKET BRANCH LIBRARY EXTERIOR,850LNC3JMADA016,Capital Contracts,2013,2013
195,20130032125-1-DSB-AD,PREMIER ELECTRICAL,2012-08-20,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",14400.58,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL020,Capital Contracts,2013,2012
196,20130032125-1-DSB-AD,PREMIER ELECTRICAL,2012-08-20,New York Public Library,400-037-R01,14000,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL037,Capital Contracts,2013,2012
197,20130160578-1-DSB-EFT,NICHOLSON & GALLOWAY INC,2012-11-13,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",13924.13,CONSTRUCTION-BUILDINGS,CT185020101404612,JEFFERSON MARKET BRANCH LIBRARY EXTERIOR,850LNC3JMADA015,Capital Contracts,2013,2012
198,20130381351-1-DSB-EFT,GREENMAN-PEDERSEN INC,2013-04-22,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",13689,DESIGN-CONSULTANT-BUILDINGS,CT185020070020496,,850LNMNA08LS015,Capital Contracts,2013,2013
199,20130324005-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-03-15,New York Public Library,400-037-R01,13550.8,CONSTRUCTION-BUILDINGS,CT185020100015408,STAPLETON BRANCH LIBRARY RENOVATION & EXAPANSION,850LNC2STAPL037,Capital Contracts,2013,2013
200,20130467827-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-06-12,New York Public Library,400-037-D02,13474.5,CONSTRUCTION-BUILDINGS,PRC2850LC11C09P408,,850LNC2STAPL023,Capital Contracts,2013,2013
201,20130320960-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-03-13,New York Public Library,400-037-D08,13351.3,CONSTRUCTION-BUILDINGS,CT185020100015408,STAPLETON BRANCH LIBRARY RENOVATION & EXAPANSION,850LNC2STAPL045,Capital Contracts,2013,2013
202,20130089412-1-DSB-AD,"FRAMAN MECHANICAL, INC",2012-11-20,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",13065.2,CONSTRUCTION-BUILDINGS,CT185020090039816,STAPLETON BRANCH LIBRARY,850LNC2STAPL003,Capital Contracts,2013,2012
203,20130236394-1-DSB-EFT,GREENMAN-PEDERSEN INC,2013-01-14,New York Public Library,400-037-R01,12906,DESIGN-CONSULTANT-BUILDINGS,CT185020111403782,Replaces CT 850 20100016637,850LNRA10STG001,Capital Contracts,2013,2013
204,20130479350-1-DSB-EFT,CLAIRE WEISZ ARCHITECT,2013-06-20,New York Public Library,400-037-008,12873.76,DESIGN-CONSULTANT-BUILDINGS,CTA185020107203046,"24 A & E DESIGN, REQUIREMENTS CONTRACT",850LNCA10JMB032,Capital Contracts,2013,2013
205,20130397898-1-DSB-EFT,"FRAMAN MECHANICAL, INC",2013-04-29,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",12865,CONSTRUCTION-BUILDINGS,CT185020090039816,STAPLETON BRANCH LIBRARY,850LNC2STAPL003,Capital Contracts,2013,2013
